Question,Choice1,Choice2,Choice3,Choice4
<BOS> 宅地 建物 取引 業者 <ALP> 甲 県知事 免許 が 甲 県内 に 所有 する <NUM> 区画 の 一団 の 宅地 の 分譲 の 代理 を 宅地 建物 取引 業者 <ALP> 乙 県知事 免許 から 依頼 を 受け <ALP> が 甲 県内 に 案内 所 を 設け て 売買 契約 の 申 込み を 受ける 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は いくつ ある か <EOS>,<ALP> は 当該 案内 所 に 掲げる 標識 と 同一 の 標識 に 記載 し なけれ ば なら ない <EOS>,<ALP> は その 案内 所 に 従業 者 の 氏名 住所 その他 国土 交通 省令 で 定める 事項 を 記載 し た 従業 者 名簿 を 備え なけれ ば なら ない <EOS>,<ALP> は その 案内 所 の 見 やすい 場所 に <ALP> の 商号 又は 名称 免許 証 番号 等 を 記載 し た 標識 を 掲示 し なけれ ば なら ない <EOS>,<ALP> が <ALP> から <ALP> 所有 の 宅地 の 売却 の 依頼 を 受け た <ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 宅地 の 売買 契約 を 締結 し た 場合 <ALP> は 当該 売買 契約 を 解除 する こと が でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が <ALP> の 所有 する 建物 の 売却 の 依頼 を 受け <ALP> と 媒介 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 正しい もの は いくつ ある か なお <NUM> 条 の <NUM> 書面 と は 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づく 媒介 契約 の 内容 を 記載 し た 書面 の こと を いう もの と する <EOS>,<ALP> が 宅地 建物 取引 業者 で ある 場合 <ALP> は 当該 案内 所 に <NUM> 条 書面 を 交付 し た <EOS>,<ALP> は <ALP> に対して 宅地 建物 取引 士 を し て <NUM> 条 の <NUM> 書面 を 交付 し て 説明 を さ せ なけれ ば なら ない <EOS>,媒介 契約 が 専任 媒介 契約 以外 の 一般 媒介 契約 で ある 場合 <ALP> は 当該 宅地 に関する 取引 の 内容 を 記載 し なかっ た <EOS>,<ALP> は 宅地 建物 取引 業者 で ある 買主 <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 宅地 の 売買 契約 を 締結 し て い た 場合 <ALP> は 当該 宅地 の 売買 契約 を 締結 し て も よい <EOS>
<BOS> <ALP> 所有 の 甲 土地 を 要 役 地 <ALP> 所有 の 乙 土地 を 承 役 地 として <ALP> 間 に 通行 地役 権 の 設定 契約 が 締結 さ れ た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か ただし 通行 地役 権 の 設定 契約 に 別段 の 定め は ない もの と する <EOS>,<ALP> の 債権 者 <ALP> が <ALP> から <ALP> の 申 込み を し た とき は <ALP> は <ALP> に対して も 賃借 権 の 効力 を 主張 する こと が でき ない <EOS>,<ALP> から 乙 土地 の 持分 の <NUM> 分の <NUM> を 取得 し た <ALP> は その 持分 について のみ 地役 権 を 消滅 さ せる こと が できる <EOS>,<ALP> が <ALP> に対して 甲 土地 を 売却 する 代理 権 を 有 し ない こと を 知ら なかっ た 場合 <ALP> は <ALP> の 代理 権 が 消滅 し て い た この 場合 <ALP> は <ALP> に対して 当該 建物 を 買い取る べき こと を 請求 する こと が できる <EOS>,<ALP> が 甲 土地 を <ALP> に 売却 し て 所有 権 移転 登記 を し た 場合 <ALP> は <ALP> に対して 甲 土地 を <ALP> に 売却 し て 所有 権 移転 登記 を 備え て い なく て も <ALP> に対して 通行 地役 権 を 対抗 する こと が できる <EOS>
<BOS> 法人 で ある 宅地 建物 取引 業者 <ALP> 甲 県知事 免許 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か なお 本間 における 従業 者 証明 書 と は 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 基づく 宅地 建物 取引 業者 の 従業 者 で ある こと を 証する 証明 書 を いう もの と する <EOS>,<ALP> は 取引 の 相手方 に かかる 宅地 建物 取引 業者 で あっ た ので <ALP> の 代表 者 が その 業務 に かかる 業務 を する こと なく <ALP> 社 の 代表 者 は 従業 者 証明 書 を 携帯 する こと なく 重要 事項 説明 書 を 携帯 する こと なく 業務 に 従事 さ せる こと が できる <EOS>,<ALP> は 一時 的 に 事務 の 補助 を する 者 で あれ ば 従業 者 証明 書 を 携帯 さ せる こと なく その 者 を 宅地 建物 取引 業 に かかる 業務 に 従事 さ せる こと が できる <EOS>,<ALP> の 従業 者 は 取引 の 関係 者 の 請求 が あっ た とき は 従業 者 証明 書 を 提示 し なけれ ば なら ない <EOS>,<ALP> は 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に 規定 する 重要 事項 として 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 に
<BOS> 宅地 建物 取引 業者 <ALP> が 甲 の 依頼 を 受け 宅地 建物 取引 業者 <ALP> が 乙 の 依頼 を 受け て 契約 を 成立 さ せ 報酬 を 受領 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か なお 消費 税 ・ 地方 消費 税 について は 考慮 し ない もの と する <EOS>,<ALP> が <ALP> から <NUM> 万 円 の 報酬 を 受領 し た <EOS>,<ALP> は 甲 から 媒介 依頼 を また <ALP> は 乙 から 代理 依頼 を 受け て 共同 し て 甲乙 間 に 甲 所有 の 建物 <NUM> 万 円 消費 税 ・ 地方 消費 税込み の 乙 所有 権 を 成立 さ せ た 場合 <ALP> は 甲 及び 乙 から それぞれ <NUM> 万 円 ずつ 受領 し た <EOS>,<ALP> は 甲 所有 の 店舗 用 建物 を 保証 金 乙 の 退去 時 に 乙 に 返還 さ れる もの と する <NUM> <UNK> <NUM> 万 円 で 乙 が 借りる と の 賃貸借 契約 を 成立 さ せ 甲 及び 乙 から それぞれ <NUM> 万 円 ずつ 受領 し た <EOS>,<ALP> は 甲 所有 の 店舗 用 建物 の 賃貸借 契約 を 成立 さ せ た が 甲 から <NUM> 万 円 を 受領 し た <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 単独 で 又は 宅地 建物 取引 業者 <ALP> と 共同 し て 店舗 用 建物 の 賃貸借 契約 の 代理 又は 媒介 業務 を 行う 際 の 報酬 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か なお 消費 税 及び 地方 消費 税 に関して は 考慮 し ない もの と する <EOS>,<ALP> が <ALP> から 媒介 の 依頼 を 受け て <ALP> が 所有 する 借主 <ALP> から <ALP> を 共同 し て <ALP> 所有 の 売買 契約 を 締結 し た 場合 <ALP> は 貸主 から それぞれ 借 賃 の <NUM> 月 分 の 報酬 額 を 受ける こと が できる <EOS>,<ALP> が 貸主 から 代理 を 依頼 さ れ <ALP> が 借主 から 媒介 を 依頼 さ れ 共同 し て 契約 を 成立 さ せ た 場合 <ALP> は 遅滞 なく 当該 宅地 の 所在 取引 価格 売買 契約 の 成立 し た 年月日 を 指定 流通 機構 に 通知 し なけれ ば なら ない <EOS>,店舗 用 建物 について <ALP> が 貸主 から <ALP> が 借主 から それぞれ 媒介 を 依頼 さ れ 共同 し て 契約 を 成立 さ せ た 場合 <ALP> は 契約 の 貸主 を <ALP> から それぞれ <ALP> から <NUM> 万 円 を 受領 する こと が できる <EOS>,<ALP> は 買主 <ALP> と の 間 で 売買 契約 を 締結 し た が 契約 の 解除 に 着手 する まで は <ALP> は 手付 金 を 受領 する こと は でき ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なっ て 工事 完了 前 の マンション の 売買 契約 を 宅地 建物 取引 業者 で ない <ALP> と 締結 する 場合 に <ALP> が <ALP> に対して 行う 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づく 重要 事項 の 説明 に関する 次 の 記述 の うち 同 条 の 規定 に 違反 する もの は どれ か <EOS>,<ALP> は 当該 案内 所 に 瑕疵 を し た ので その 取引 の 内容 について は 説明 し なかっ た <EOS>,当該 マンション の 工事 完了 時 における 形状 構造 等 を 説明 する にあたり 完成 間際 の 建物 を 実際 に <ALP> に 数 回 にわたり 確認 し て もらう こと が 可能 で あっ た ため 図面 を 交付 せ ず に 説明 し た <EOS>,<ALP> は <ALP> から <NUM> 万 円 の 手付 金 を 受領 し た 後 <ALP> へ の マンション の 引渡し を 受け た 後 <ALP> 社 を 代表 する 役員 で あっ た ため 当該 売買 契約 を 解除 する こと が でき ない <EOS>,<ALP> は <ALP> から 手付 金 <NUM> 万 円 を 受領 し た <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なっ て 宅地 建物 取引 業者 で ない 買主 に対して 宅地 造成 工事 完了 済み を 売却 する 契約 を 締結 しよ う と し 又は 締結 し た 場合 に関する 次 の 記述 の うち 民法 及び 宅地 建物 取引 業法 以下 この間 において 法 という の 規定 に よれ ば 誤っ て いる もの は いくつ ある か <EOS>,<ALP> が <ALP> と の 間 で 締結 し た 中古 住宅 の 売買 契約 において 引渡 住宅 の 瑕疵 担保 責任 を 負わ ない 旨 の 特約 を し た 場合 <ALP> は 当該 契約 の 解除 を する こと が できる <EOS>,<ALP> は <ALP> と 当該 宅地 を <NUM> 万 円 で 売却 する 契約 を 締結 し 手付 金 <NUM> 万 円 を <ALP> から 受領 し た 後 中間 金 として <NUM> 万 円 を 受領 する 場合 当該 中間 金 を 受領 し た 後 に 受領 し た 全額 について 法 第 <NUM> 条 の <NUM> の 規定 による 手付 金 等 の 保全 措置 を 講じれ ば よい <EOS>,<ALP> が <ALP> 所有 の 宅地 について 売買 の 予約 を し て いる 場合 に は <ALP> は 当該 契約 を 解除 する こと が でき ない <EOS>,<ALP> が <ALP> と の 間 で 当該 土地 付 建物 の 売買 契約 を 締結 し た 場合 <ALP> は 当該 宅地 の 引渡し を 受け て い ない とき は <ALP> は 当該 契約 を 解除 する こと が でき ない <EOS>
<BOS> <NUM> 近隣 商業 地域 に 指定 さ れ て いる 区域 内 の 土地 以下 この間 において 区域 内 の 土地 という に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 誤っ て いる もの は どれ か なお 特定 行政 庁 の 許可 及び 開発 整備 促進 区 を 定める 地区 計画 の 策定 は 考慮 し ない もの と する <EOS>,区域 内 の 土地 において は 土地 の 床 面積 が <NUM> ㎡ の 土地 で 外壁 を 建築 する こと が できる <EOS>,区域 内 の 土地 において は 客席 部分 の 床 面積 の 合計 が <NUM> ㎡ 以上 の 映画 館 は 建築 する こと が でき ない <EOS>,区域 内 の 土地 において は 店舗 で その 用途 に 供する 部分 の 床 面積 の 合計 が <NUM> 凶 以内 で ある とき は 建築 確認 は 不要 で ある <EOS>,区域 内 において 土地 の 形質 の 変更 を 行お う と する 者 は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 社 が 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 <ALP> と の 間 で 締結 し た 宅地 の 売買 契約 について <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づき いわゆる クーリング・オフ による 契約 の 解除 を する 場合 における 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> は 自ら 指定 し た レストラン で 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 書面 で 告げ られ 契約 を 締結 し た この 場合 <ALP> は 当該 契約 の 解除 を する こと が でき ない <EOS>,<ALP> は ホテル の ロビー において 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 何 も 告げ られ ず 翌日 <ALP> の 事務所 で 契約 を 締結 し た 場合 <ALP> は 売買 契約 を 解除 する こと が できる <EOS>,<ALP> は 喫茶店 で 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 書面 で 告げ られ 契約 を 締結 し た その <NUM> 日 後 代金 の 全部 を 支払い 翌日 に 宅地 の 引渡し を 受け た 場合 <ALP> は 代金 全部 の 支払 を 受け た この 場合 <ALP> は <ALP> に対し 代金 の 支払 を 受ける こと が できる <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け た 宅地 建物 取引 業者 <ALP> に 媒介 の 依頼 を 受け た <ALP> が 代金 の <NUM> 万 円 を 受領 し た 場合 <ALP> は その <NUM> 日 後 <ALP> 社 の 事務所 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 契約 を 解除 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なり 宅地 建物 取引 業者 で ない 買主 <ALP> と の 間 で 締結 し た 宅地 の 売買 契約 について <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づき いわゆる クーリング・オフ による 契約 の 解除 を する 場合 における 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> は <ALP> から 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 書面 で 告げ られ 契約 を 締結 し た この 場合 <ALP> は 当該 契約 の 解除 を する こと が でき ない <EOS>,<ALP> は ホテル の ロビー において 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 何 も 告げ られ ず 翌日 <ALP> の 事務所 で 契約 を 締結 し た 場合 <ALP> は 売買 契約 を 解除 する こと が できる <EOS>,<ALP> は テント 張り の 案内 所 で 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ について 書面 で 告げ られ 契約 を 締結 し た その <NUM> 日 後 代金 の 全部 を 支払い 翌日 に 宅地 の 引渡し を 受け た 場合 <ALP> は 代金 全部 の 支払 を 受け て い た この 場合 仮に で あっ て も <ALP> は 代金 全部 で 返還 を 受け た 後 に 解除 を 拒む こと が できる <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け た 宅地 建物 取引 業者 <ALP> に 媒介 の 依頼 を 受け た 場合 <ALP> は 当該 案内 所 で 売買 契約 を 締結 し た <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 社 は 自ら 売主 と なっ て 工事 完了 前 の マンション を 宅地 建物 取引 業者 で ない <ALP> に <NUM> 万 円 で 譲渡 する 契約 を 締結 し 手付 金 <NUM> 万 円 を 受け取っ た この 場合 宅地 建物 取引 業法 の 規定 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> 社 が <ALP> 社 の 専任 の 契約 の 締結 を 証する 場合 <ALP> 社 が <ALP> 社 の 専任 の 取引 主任 者 を 行っ た 場合 <ALP> 社 は <ALP> 社 の 社 社 の 社 社 の 社 社 の 社 社 の 取締役 で ある <ALP> 社 の 代表 者 が <NUM> 社 の 取締役 で ある 専任 の 取引 主任 者 を 証する こと が でき ない <EOS>,<ALP> 社 が 倒産 し た 場合 <ALP> は <ALP> 社 の 講じ た 手付 金 等 の 保全 措置 により 連帯 保証 し た <ALP> 銀行 に対して <NUM> 万 円 の 返還 を 求める こと が できる とともに その 取引 により 生じ た 損害 が ある とき は <ALP> 社 が 供託 し て い た 営業 保証 金 から 弁済 を する よう 求める こと が できる <EOS>,<ALP> 社 の 資金 事情 が 悪化 し て <ALP> 社 が 債務 を 履行 し ない 場合 <ALP> は <ALP> 社 が 講じ た 手付 金 等 の 保全 措置 により 連帯 保証 し た <ALP> 銀行 に対し 契約 を 解除 する こと が できる <EOS>,<ALP> が <ALP> から 手付 金 を 受領 し た 場合 <ALP> は その 超過 額 を <NUM> 万 円 と する 旨 の 特約 を 定め た 場合 <ALP> は その 特約 を 解除 する こと が できる <EOS>
<BOS> は <ALP> と の 問 で <ALP> 所有 の 建物 を <ALP> に 贈与 負担 なし する 契約 を 締結 し た が まだ <ALP> に対する 建物 の 引渡し 及び 所有 権 移転 登記 は さ れ て い ない この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> の 贈与 を <ALP> に 贈与 し た 場合 でも <ALP> が <ALP> の 所有 権 を 留保 し て い た 場合 でも <ALP> は <ALP> の 承諾 を 得 て い ない とき でも <ALP> は <ALP> に対して 代金 の 返還 義務 を 負う <EOS>,贈与 が 書面 に よら ない もの で ある 場合 <ALP> が 第三者 <ALP> に対して 建物 を 売却 する 契約 を 締結 し た 後 で あっ て も <ALP> は 手付 を 放棄 し て 当該 売買 契約 を 解除 する こと が できる <EOS>,贈与 契約 締結 後 に 建物 に 欠陥 が ある こと が 判明 し た が <ALP> が 欠陥 について 知ら なかっ た 場合 <ALP> は 欠陥 による 建物 の 減価 分 について 担保 責任 を 負わ ない <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た とき <ALP> は <ALP> に対して 不法 行為 を し て い ない 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を 知ら なかっ た 場合 <ALP> は <ALP> に対して 不法 行為 を 負う こと が できる <EOS>
<BOS> 売主 <ALP> と 買主 <ALP> と の 間 で 土地 付 建物 の 売買 契約 を 締結 し <ALP> は <ALP> に 手付 を 交付 し た が その 手付 は 解約 手付 で ある 旨 約定 し た この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> の 放棄 し て 契約 を 解除 し た 場合 に は <ALP> が <ALP> に対して 代金 債務 の 履行 を 請求 し た とき は <ALP> は <ALP> に対して 損害 賠償 義務 を 負う <EOS>,<ALP> が 契約 の 履行 に 着手 し た 後 で あっ て も <ALP> が 手付 を 放棄 し て 契約 を 解除 する こと が できる が <ALP> 間 の 売買 契約 を 解除 する こと は でき ない <EOS>,<ALP> が 契約 の 履行 に 着手 し た 場合 <ALP> は <ALP> が 契約 の 履行 に 着手 し て い ない とき で あっ て も <ALP> は 手付 金 を 取り戻す こと が できる <EOS>,<ALP> が <ALP> に対して 履行 を 請求 し た 効果 は <ALP> に 請求 する こと が できる <EOS>
<BOS> <ALP> は <ALP> から し <NUM> 万 円 を 借り受け <ALP> の 依頼 によって <ALP> 及び <ALP> が <ALP> の 債務 について 連帯 保証 人 と なっ た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か なお <ALP> 間 に 特約 は ない もの と する <EOS>,<ALP> が <ALP> に対して <NUM> 万 円 を 求償 し た 場合 <ALP> は <ALP> に対して 求償 権 を 行使 する こと が でき ない <EOS>,<ALP> は <ALP> 及び <ALP> に対して それぞれ <NUM> 万 円 全額 を 同時に 請求 する こと が できる <EOS>,<ALP> の 債務 の 弁済 期 到来 後 <ALP> が <ALP> に対して 債務 を 承認 し て 時効 中断 の 効力 が 生じ た 場合 <ALP> 及び <ALP> に対して も 時効 中断 の 効力 が 生じる <EOS>,<ALP> が <ALP> に対して 履行 を 請求 する こと が できる <EOS>
<BOS> 甲 県知事 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> が 宅地 建物 取引 業 保証 協会 以下 この間 において 保証 協会 と いう に 加入 しよ う と し 又は 加入 し て いる 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> は 保証 協会 の 社員 たる 地位 を 失っ た 日 から <NUM> 週間 以内 に その 不足 額 を 供託 す べき 旨 の 通知 書 を 送付 し なけれ ば なら ない <EOS>,<ALP> は 保証 協会 に 加入 し た とき は その 加入 の 日 から <NUM> 日 以内 に 弁済 業務 保証 金 分担 金 を 保証 協会 に 納付 し なけれ ば なら ない <EOS>,<ALP> は 保証 協会 の 社員 の 地位 を 失っ た とき は 当該 地位 を 失っ た 日 から <NUM> 週間 以内 に 営業 保証 金 を 供託 し なけれ ば なら ない <EOS>,<ALP> が 乙 県内 に 所在 する 宅地 建物 取引 業 の 業務 に関し 乙 県知事 に 従事 し た 場合 <ALP> は 甲 県知事 に 変更 の 登録 を 申請 し なけれ ば なら ない <EOS>
<BOS> 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば <ALP> が <ALP> 所有 の 土地 を 時効 取得 する 可能 性 の ない もの は どれ か なお <ALP> に は 所有 の 意思 が ある もの と し 占有 は 平穏 かっ 公然 に なさ れ て いる もの と する <EOS>,<ALP> が 所有 地 を <ALP> に 売却 する 契約 を 締結 し た 場合 <ALP> は 遅滞 なく 異議 を 知っ た とき は <ALP> は <ALP> に対して その 土地 の 所有 権 を 取得 する こと が でき ない <EOS>,<ALP> が <ALP> から <ALP> 所有 地 を 賃借 し て <NUM> 年間 占有 し た 後 これ を 自己 の 所有 地 と 称し て 善意 無 過失 の <ALP> に 売却 し <ALP> が <NUM> 年間 占有 し た 場合 <EOS>,<ALP> が <ALP> から 所有 地 を 賃借 し て <NUM> 年間 占有 し た 後 これ を 自己 の 所有 地 と 称し て 悪意 の <ALP> に 売却 し <ALP> が <NUM> 年間 占有 し た 場合 <ALP> は その 所有 権 を <ALP> に 対抗 する こと が でき ない <EOS>,<ALP> は <ALP> の 所有 地 に <ALP> が 無断 で <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 による 損害 賠償 請求 権 を 行使 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 所有 する 土地 を <NUM> 区画 の 一団 の 宅地 に 造成 し これ を 分譲 しよ う と し て いる この 場合 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> が <ALP> と の 間 で 専任 媒介 契約 を 締結 し た 場合 <ALP> は 遅滞 なく その 旨 を <ALP> に 告げ て い ない とき で あっ て も <ALP> は <ALP> に対し 当該 売買 契約 を 解除 する こと が できる <EOS>,<ALP> が 現地 案内 所 を 設置 し て そこ で 法 第 <NUM> 条 の 規定 による 重要 事項 の 説明 を さ せよ う と する とき に は その 業務 を 行う の は 専任 の 宅 建 取引 士 で なけれ ば なら ない <EOS>,<ALP> は 現地 案内 所 を 設置 し て そこ で 分譲 を 行お う と し て いる が 当該 案内 所 に は 法 第 <NUM> 条 第 <NUM> 項 に 規定 する 専任 の 専任 の 取引 主任 者 に なっ た とき は <ALP> は 当該 案内 所 に は <ALP> の 商号 又は 名称 を 変更 する こと が できる <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け た <ALP> が <ALP> と の 間 で 売買 契約 を 締結 し た 場合 <ALP> は 当該 宅地 の 売買 契約 を 締結 し て も よい <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が その 過失 によって 顧客 で ある <ALP> に 取引 物件 に関する 虚偽 の 説明 を 行い <ALP> に対して 不法 行為 による 損害 賠償 債務 を 負担 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> の 不法 行為 に関し <ALP> に 過失 が あっ た 場合 裁判所 は <ALP> の 過失 なく 過失 過失 過失 が あっ た とき 裁判所 は <ALP> の 過失 なく 過失 過失 過失 が あっ た とき 裁判所 は <ALP> の 過失 なく 過失 過失 過失 が あっ た とき 裁判所 は <ALP> の 過失 なく 過失 過失 過失 が あっ た とき 裁判所 は <ALP> に対して 主張 する こと が できる <EOS>,<ALP> の 損害 賠償 債務 は <ALP> が <ALP> の 損害 の 発生 を 知っ た 時 から 履行 遅滞 と なり <ALP> は その 時 以後 の 遅延 損害 金 を 請求 する こと が できる <EOS>,<ALP> の 不法 行為 が 他 の 宅地 建物 取引 業者 で ある 場合 <ALP> は <ALP> の <NUM> 分の <ALP> の 報酬 を 受ける こと が できる <EOS>,<ALP> は <ALP> に対して 不法 行為 による 損害 の 負担 の 予定 額 を 定め て い ない 場合 で あっ て も <ALP> は 当該 建物 の 売買 契約 を 締結 し て も よい <EOS>
<BOS> 物上 代位 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か なお 物上 代位 を 行う 担保 権 者 は 物上 代位 の 対象 と する 目的 物 について その 払 渡し 又は 引渡し の 前 に 差し押さえる もの と する <EOS>,<ALP> の 所有 権 移転 登記 が ある 建物 に 掛け られ た 火災 が 火災 によって 焼失 し た 場合 に は <ALP> が 物上 代位 権 を 行使 する こと が できる <EOS>,<ALP> の 抵当 権 設定 登記 が ある <ALP> と の 建物 の 登記 に 基づく 登記 義務 者 が 当該 建物 の 所有 者 と 共同 し て 登記 を 移転 し た とき は <ALP> は その 土地 に 物上 代位 権 を 行使 する こと が でき ない <EOS>,<ALP> の 抵当 権 設定 登記 が ある <ALP> 所有 の 建物 の 賃料 債権 について <ALP> が 当該 建物 に 抵当 権 を 実行 し て い て も <ALP> 間 の 賃貸借 契約 が 解除 さ れ た 後 に <ALP> が 建物 の 修繕 の ため 必要 費 を 支出 し た 場合 に は <ALP> は その 必要 費 の 償還 を 受け て い なく て も 留置 権 に 基づき 当該 建物 の 返還 を 拒否 する こと が でき ない <EOS>,<ALP> の 所有 権 の 登記 を <ALP> に <ALP> が <ALP> 所有 権 移転 登記 を し た 場合 <ALP> は <ALP> に <ALP> の 所有 権 を 主張 する こと が でき ない <EOS>
<BOS> <ALP> が <ALP> に対して <NUM> 万 円 の 貸金 債権 を 有し て い た ところ <ALP> が 相続 人 <ALP> 及び <ALP> を 残し て 死亡 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<ALP> が <ALP> に <ALP> に 売却 し た 場合 <ALP> は <ALP> の 相続 人 と なる こと が できる <EOS>,<ALP> 及び <ALP> が 単純 承認 を し た 場合 に は 法律 上 当然 に 分割 さ れ た <ALP> に対する 債務 を 相続 分 に 応じ て それぞれ が 承継 する <EOS>,<ALP> 及び <ALP> が 単純 承認 を し た 場合 に は <ALP> は <ALP> に対し まず <ALP> に 請求 する よう に 主張 する こと は でき ない <EOS>,<ALP> が <ALP> に対して 不法 行為 を し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を 知ら なかっ た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を 知ら なかっ た 場合 に は <ALP> は <ALP> に対して 不法 行為 を する こと が できる <EOS>
<BOS> 都市 計画 法 の 開発 許可 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この間 において 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 及び 施行 時 特例 市 に あっ て は その 長 を いう もの と する <EOS>,開発 許可 の 訴え た 者 は その 開発 行為 に 違反 し た 者 に対し その 督促 状 に 発し て その 督促 状 に 相当 する 者 が ある とき は その 督促 状 状 状 で ある <EOS>,開発 許可 を 受け た 者 は 開発 行為 に関する 工事 を 廃止 し た とき は 遅滞 なく その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>,開発 行為 を 行お う と する 者 は 開発 許可 を 受け た 開発 区域 以外 の 区域 で 賃貸 住宅 を 新築 する 場合 当該 賃貸 住宅 の 敷地 に <NUM> <ALP> 以上 の 幅員 の 道路 が 接し て い なけれ ば なら ない <EOS>,市街 化 事業 の 区域 内 において 行わ れる 切 土 で あっ て 当 <UNK> 土 を する 者 は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>
