Question,Choice
<BOS> 不動産 の 登記 に関する 次 の 記述 の うち 不動産 登記 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 所有 権 の 登記 名義 人 が 婚姻 により 氏名 を 変更 し た 場合 に は 当該 所有 権 の 登記 名義 人 は 氏名 を 変更 し た 時 から <NUM> ヵ月 以内 に 登記 名義 人 の 氏名 等 の 変更 の 登記 の 申請 を し なけれ ば なら ない <EOS>
<BOS> 次 の 記述 の うち 民法 の 条文 に 規定 さ れ て いる もの は どれ か <EOS>,<BOS> 保証 契約 は 主たる 債務 者 の 意思 に 反し て 結ぶ こと は でき ない 旨 <EOS>
<BOS> 宅 建 取引 士 の 設置 に関する 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 <ALP> は <NUM> 棟 <NUM> 戸 の マンション を 分譲 する ため に 案内 所 を 設置 し 当該 案内 所 において は 売買 契約 の 申 込み の 受付 のみ を 行う こと と し た この 場合 <ALP> は 当該 案内 所 に 成年 者 で ある 専任 の 宅 建 取引 士 を 置く 必要 は ない <EOS>
<BOS> 宅地 造成 等 規制 法 以下 この 問 において 法 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 都道府県 知事 は 宅地 造成 工事 規制 区域 内 の 宅地 について 宅地 造成 に 伴う 災害 の 防止 の ため 必要 が ある と 認める 場合 において は 宅地 の 所有 者 に対し 擁 壁 の 設置 等 の 措置 を とる こと を 勧告 する こと が できる <EOS>
<BOS> 次 の 者 の うち 宅地 建物 取引 主任 者 資格 登録 以下 登録 と いう を 受ける こと が でき ない もの は どれ か <EOS>,<BOS> <ALP> 一 一 <NUM> 年 前 に 丁 社 が 業務 停止 処分 事由 に 該当 し 情状 が 特に 重い として その 免許 を 取り消さ れ た とき 丁 社 の 役員 で は ない が 本店 における 専任 の 取引 主任 者 で あっ た <EOS>
<BOS> 土地 に関する 次 の 記述 の うち 不 適当 な もの は どれ か <EOS>,<BOS> 臨海 部 の 低地 は 水利 海陸 の 交通 に 恵まれ て いる が 住宅 地 として 利用 する ため に は 十分 な 防災 対策 が 必要 で ある <EOS>
<BOS> 建物 の 区分 所有 等 に関する 法律 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 共用 部分 に対する 各 共有 者 の 持分 は その 有する 専有 部分 の 床 面積 の 割合 により 規約 で 別段 の 定め を する こと は でき ない <EOS>
<BOS> 建物 の 区分 所有 等 に関する 法律 以下 この間 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 法 又は 規約 により 集会 において 決議 を す べき 場合 において 区分 所有 者 全員 の 承諾 が ある とき は 書面 又は 電磁 的 方法 電子 情報処理 組織 を 使用 する 方法 その他 の 情報 通信 の 技術 を 利用 する 方法 で あっ て 法務省 令 で 定める もの を いう 以下 この間 において 同じ による 決議 を する こと が できる <EOS>
<BOS> 土地 区画 整理 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 換地 計画 において 換地 を 定める 場合 において は 換地 及び 従前 の 宅地 の 位置 地積 土質 水利 利用 状況 環境 等 が 照応 する よう に 定め なけれ ば なら ない <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この間 において 事後 届出 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 都道府県 知事 は 事後 届出 が あっ た 場合 において 勧告 を する 必要 が ない と 認め た とき は 届出 が あっ た 日 から 起算 し て <NUM> 週間 以内 に その 旨 を 当該 届出 を し た 者 に 通知 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> は 宅地 の 分譲 を 行っ て いる テント 張り の 現地 案内 所 において 宅地 建物 取引 業者 で ない <ALP> から 宅地 の 購入 の 申 込み を 受け 自ら 売主 として 売買 代金 を <NUM> 万 円 と する 売買 契約 を 締結 し た この 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 有効 な もの は どれ か <EOS>,<BOS> <ALP> が 売買 代金 の 支払い を 履行 でき なかっ た とき は <ALP> は <ALP> に対する 損害 賠償 金 として 既に 支払い 済 の 手付 金 <NUM> 万 円 を 充当 する ほか <NUM> 万 円 を 支払う 旨 を 特約 し た <EOS>
<BOS> <ALP> は <ALP> に対する 債権 者 で ある が <ALP> が 債務 超過 の 状態 に ある に も かかわら ず <ALP> 所有 の 甲 土地 を <ALP> に 売却 し 所有 権 移転 登記 を 経 た ので 民法 第 <NUM> 条 に 基づく 詐害 行為 取消 権 以下 この 問 において 取消 権 という の 行使 を 考え て いる この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 甲 土地 の 購入 時 において この 購入 が <ALP> の 債権 者 を 害す べき こと を 知ら なかっ た として も <ALP> が 売却 時 において この 売却 が <ALP> の 債権 者 を 害する こと を 意図 し て い た 場合 は <ALP> は 取消 権 を 行使 できる <EOS>
<BOS> 留置 権 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 建物 の 賃借 人 が 建物 に関して 必要 費 を 支出 し た 場合 賃借 人 は 建物 所有 者 で は ない 第三者 が 所有 する 敷地 を 留置 する こと は でき ない <EOS>
<BOS> 宅地 建物 取引 業者 が 自ら 売主 と なっ て 工事 完了 前 の マンション の 売買 契約 を 締結 する 場合 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づく 重要 事項 の 説明 に関する 次 の 記述 の うち 正しい もの は いくつ ある か <EOS>,<BOS> 融資 の あっせん について 当該 あっせん に 係る 金銭 の 貸借 が 成立 し ない 場合 の 措置 は 説明 し た が 融資 機関 が 複数 あっ た ため 融資 条件 の 説明 は し なかっ た <EOS>
<BOS> 国土 利用 計画 法 第 <NUM> 条 の 届出 以下 この 問 において 事後 届出 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> 及び <ALP> が <ALP> 市 が 所有 する 都市 計画 区域 外 の <NUM> ㎡ の 土地 について 共有 持分 <NUM> % ずつ と 定め て 共同 で 購入 し た 場合 <ALP> 及び <ALP> は それぞれ 事後 届出 を 行わ なけれ ば なら ない <EOS>
<BOS> 農地 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 農家 が その 住所 の ある 市町村 の 区域 の 外 に ある 農地 について 所有 権 を 取得 する 場合 は 原則 として 農業 委員 会 の 農地 法 第 <NUM> 条 の 許可 を 受ける 必要 が ある <EOS>
<BOS> 同時 履行 の 関係 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 貸金 債務 の 弁済 と 当該 債務 の 担保 の ため に 経由 さ れ た 抵当 権 設定 登記 の 抹消 登記 手続 と は 同時 履行 の 関係 に 立つ <EOS>
<BOS> 建築 基準 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 準 防火 地域 内 において は 延べ 面積 が <NUM> 凶 の 建築 物 は 耐火 建築 物 と し なけれ ば なら ない <EOS>
<BOS> 地価 公示 法 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 土地 鑑定 委員 会 の 委員 又は 土地 鑑定 委員 会 の 命 を 受け た 者 若しくは 委任 を 受け た 者 は 標準 地 の 鑑定 評価 若しくは 価格 の 判定 又は 標準 地 の 選定 を 行う ため に 他人 の 占有 する 土地 に 立ち入る 必要 が ある とき は いつ で も 立ち入る こと が できる <EOS>
<BOS> 建物 の 区分 所有 等 に関する 法律 以下 この間 において 区分 所有 法 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 規約 の 設定 変更 又は 廃止 に かかる 集会 において 区分 所有 者 は 当該 決議 に 参加 せ ず 書面 によって 議決 権 を 行使 する こと が でき 規約 又は 集会 の 決議 により 書面 による 議決 権 の 行使 に 代え て 電磁 的 方法 によって 議決 権 を 行使 する こと が できる <EOS>
<BOS> 次に 掲げる 開発 行為 の うち 都市 計画 法 による 開発 許可 を 受け なけれ ば なら ない もの は どれ か なお 開発 行為 の 規模 は すべて <NUM> ㎡ で ある もの と する <EOS>,<BOS> 市街化区域 内 において 農業 を 営む 者 の 居住 の 用 に 供する 建築 物 の 建築 の 用 に 供する 目的 で 行う 開発 行為 <EOS>
<BOS> 宅地 建物 取引 業法 の 規定 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 は 宅地 建物 取引 業 に 関連 する 業務 に 従事 する 者 と の 連携 に 努め なけれ ば なら ない と の 規定 が ある <EOS>
<BOS> 日本 の 土地 に関する 次 の 記述 の うち 最も 不 適当 な もの は どれ か <EOS>,<BOS> 臨海 部 の 低地 は 住宅 地 等 として の 利用 に は 十分 な 防災 対策 が 必要 な 地域 で あり 特に 海浜 の 埋立 て 地 等 において は 地震 時 における 地盤 の 液状 化 へ の 対策 が 必要 で ある <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 消費 税 課税 事業 者 が 宅地 建物 取引 業 に関して 報酬 を 受領 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの の 組合せ として 正しい もの は どれ か なお この 場合 の 取引 の 関係 者 は <ALP> 及び <ALP> のみ と する <EOS>,<BOS> <ALP> は <ALP> から <ALP> 所有 の 宅地 の 売却 について 媒介 の 依頼 を 受け <ALP> を 買主 として 代金 <NUM> 万 円 で 売買 契約 を 成立 さ せ た その 際 <ALP> から 報酬 <NUM> 万 円 の ほか に <ALP> の 特別 の 依頼 による 広告 に 要し た 実費 <NUM> 万 円 を 受領 し た <EOS>
<BOS> <ALP> は <ALP> から 土地 を 購入 し た が その 土地 に は <ALP> の 債権 者 <ALP> の ため に 抵当 権 が 設定 さ れ 登記 も さ れ て い た この 場合 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 抵当 権 を 実行 し た ため <ALP> が 土地 の 所有 権 を 失っ た とき は <ALP> は <ALP> に対し 損害 賠償 の 請求 を する こと は できる が 売買 契約 を 解除 する こと は でき ない <EOS>
<BOS> 特定 住宅 瑕疵 担保 責任 の 履行 の 確保 等 に関する 法律 以下 この間 において 法 と いう に 基づく 住宅 販売 蝦 庇 担保 保証 金 の 供託 又は 住宅 販売 瑕疵 担保 責任 保険 契約 の 締結 以下 この間 において 資力 確保 措置 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 は 各 基準 日 において 当該 基準 日 前 <NUM> 年間 に 自ら 売主 と なる 売買 契約 に 基づき 買主 に 引き渡し た 新築 住宅 について 資力 確保 措置 を 講じ なけれ ば なら ず この 規定 に 違反 し た 場合 に は <NUM> 年 以下 の 懲役 若しくは <NUM> 万 円 以下 の 罰金 に 処せ られる こと が ある <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 売主 <ALP> と 買主 <ALP> と の 間 の 宅地 の 売買 について 媒介 を 行う 場合 において 宅地 建物 取引 業法 以下 この 問 において 法 という 第 <NUM> 条 の 規定 により 交付 す べき 書面 以下 この 問 において <NUM> 条 書面 という に関する 次 の 記述 の うち 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> 及び <ALP> が 宅地 建物 取引 業者 で ある 場合 に は <NUM> 条 書面 において 引渡し の 時期 の 記載 を 省略 する こと が できる <EOS>
<BOS> 下図 の よう な 近隣 商業 地域 と 第 一 種 中高層 住居 専用 地域 に またがる 敷地 に 建築 物 を 建築 する 場合 の 制限 に関する 次 の 記述 の うち 建築 基準 法 の 規定 に よれ ば 正しい もの は どれ か ただし 街 区 の 角 に ある 敷地 として 特定 行政 庁 の 指定 を 受け て いる もの と し 他 の 地域 地区 等 の 指定 及び 特定 道路 他 の 特定 行政 庁 の 指定 による 影響 は ない もの と する <EOS>,<BOS> この 敷地 に 建築 する 建築 物 に は 隣地 斜線 制限 建築 基準 法 第 <NUM> 条 第 <NUM> 項 第 <NUM> 号 の 制限 を いう は 適用 さ れ ない <EOS>
<BOS> 特定 住宅 瑕疵 担保 責任 の 履行 の 確保 等 に関する 法律 に 基づく 住宅 販売 瑕疵 担保 保証 金 の 供託 又は 住宅 販売 瑕疵 担保 責任 保険 契約 の 締結 以下 この間 において 資力 確保 措置 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 は 住宅 販売 瑕疵 担保 責任 保険 契約 を 締結 し た 場合 国土 交通 大臣 の 承認 を 受け なけれ ば 住宅 販売 瑕疵 担保 責任 保険 契約 の 解除 を する こと が でき ない <EOS>
<BOS> 宅地 造成 等 規制 法 に 規定 する 宅地 造成 工事 規制 区域 以下 この間 において 規制 区域 という に関する 次 の 記述 の うち 正しい もの は どれ か なお この間 における 都道府県 知事 と は 地方 自治 法 の 指定 都市 等 に あっ て は それぞれ の 指定 都市 等 の 長 を いう もの と する <EOS>,<BOS> 規制 区域 内 において 宅地 以外 の 土地 を 宅地 に 転用 し た 者 は 宅地 造成 に関する 工事 の 許可 を 受け た 場合 を 除き その 転用 し た 日 から <NUM> 日 以内 に その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> <ALP> に は 相続 人 と なる子 <ALP> と <ALP> が いる <ALP> は <ALP> に 老後 の 面倒 を み て もらっ て いる ので 甲 土地 を 含む 全 資産 を <ALP> に 相続 さ せる 旨 の 有効 な 遺言 を し た この 場合 の 遺留分 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> の 遺留分 を 侵害 する <ALP> の 遺言 は その 限度 で 当然 に 無効 で ある <EOS>
<BOS> 農地 法 以下 この間 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 農地 の 賃貸借 について の 民法 第 <NUM> 条 賃貸借 の 存続 期間 の 規定 の 適用 について は 同 条 中 <NUM> 年 と ある の は <NUM> 年 と する <EOS>
<BOS> は <ALP> と の 問 で <ALP> 所有 の 建物 を <ALP> に 贈与 負担 なし する 契約 を 締結 し た が まだ <ALP> に対する 建物 の 引渡し 及び 所有 権 移転 登記 は さ れ て い ない この 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 贈与 が 書面 に よら ない もの で ある 場合 <ALP> が 第三者 <ALP> に対して 建物 を 売却 する 契約 を 締結 し た 後 で あっ て も <ALP> は 本件 贈与 を 撤回 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> は 自ら 売主 と なっ て 宅地 建物 取引 業者 で ない 買主 <ALP> に 価格 <NUM> 万 円 の マンション を 販売 する 際 当事者 の 債務 の 不履行 を 理由 と する 契約 の 解除 に 伴う 損害 賠償 の 予定 額 を <NUM> 万 円 と し これ と は 別に 違約 金 の 額 を <NUM> 万 円 と する 特約 を し た この 場合 宅地 建物 取引 業法 の 規定 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 損害 賠償 の 予定 額 も 違約 金 の 額 も ともに <NUM> 万 円 を 超え て い ない ので 当該 特約 は 有効 で ある <EOS>
<BOS> <ALP> は <ALP> から <ALP> 所有 の 土地 付 建物 を <NUM> 億 円 で 購入 する 契約 を 締結 し 当該 契約 の 日 に 手付 金 <NUM> 万 円 を 支払い <NUM> ヵ月 後 に 中間 金 <NUM> 万 円 を 支払っ た その後 <ALP> は 資金 難 に 陥り 当該 土地 付 建物 の 引渡し 期日 に 引渡し と 同時に 支払う こと に なっ て い た 残 代金 を 支払う こと が でき なく なっ た この 売買 契約 において 違約 金 は <NUM> 万 円 と 定め られ て い た この 場合 に関する 以下 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> の 債務 不履行 を 理由 に 契約 が 解除 さ れ た 場合 <ALP> は 実際 の 損害 額 が <NUM> 万 円 より も 少なかっ た とき に は これ を 立証 し て 違約 金 の 減額 を 請求 する こと が できる <EOS>
<BOS> <ALP> が <ALP> から 建物 を 購入 する 契約 を 締結 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が <ALP> の 債務 不履行 を 理由 として 損害 賠償 を 請求 し た 場合 において <ALP> の 債務 不履行 につき <ALP> に も 過失 が あっ た とき は 裁判所 は 損害 賠償 の 責任 及び その 金額 を 定める にあたり これ を 考慮 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 甲 及び 乙 から 媒介 の 依頼 を 受け て 甲乙 間 に 契約 を 成立 さ せ 報酬 を 受領 し た 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は どれ か なお 消費 税 及び 地方 消費 税 について は 考慮 し ない もの と する <EOS>,<BOS> <ALP> は 甲 所有 の 宅地 を 居住 用 建物 を 所有 する 目的 で 権利 金 権利 設定 の 対価 として 支払わ れる 金銭 で 返還 さ れ ない もの を いう <NUM> 万円借賃月額 <NUM> 万 円 で 乙 が 借りる と の 賃貸借 契約 を 成立 さ せ 甲 及び 乙 から それぞれ <NUM> 万 円 ずつ 受領 し た <EOS>
<BOS> 甲 県知事 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> が 自ら 売主 として <ALP> と 新築 住宅 特定 住宅 瑕疵 担保 責任 の 履行 の 確保 等 に関する 法律 以下 この間 において 住宅 瑕疵 担保 履行 法 という 第 <NUM> 条 第 <NUM> 項 に 規定 する 新築 住宅 を いい 建築 工事 完了 済 の 売買 契約 を 締結 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 及び 住宅 取 庇 担保 履行 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が 宅地 建物 取引 業者 で ない <ALP> に 当該 住宅 を 引き渡し た 場合 当該 住宅 引渡 後 <NUM> 週間 以内 に 住宅 瑕疵 担保 履行 法 第 <NUM> 条 第 <NUM> 項 に 定める 資力 確保 措置 の 状況 について 甲 県知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 甲 県知事 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> 法人 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は その 事務所 を 甲 県内 の 他 の 場所 に 移転 し た 場合 移転 後 <NUM> 週間 以内 に その 旨 を 甲 県知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> <ALP> は <ALP> 所有 の 建物 に 抵当 権 を 設定 し その 旨 の 登記 を し た <ALP> は その 抵当 権 設定 登記 後 に この 建物 を <ALP> に 賃貸 し た <ALP> は この 契約 時 に 賃料 の <NUM> カ月 分 相当 額 の <NUM> 万 円 の 敷金 を 預託 し た この 場合 民法 の 規定 及び 判例 に よれ ば 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が 物上 代位 権 を 行使 し て <ALP> の <ALP> に対する 賃料 債権 を 差し押さえ た 後 賃貸借 契約 が 終了 し 建物 を 明け渡し た 場合 <ALP> は 当該 賃料 債権 について 敷金 が 充当 さ れる 限度 において 物上 代位 権 を 行使 する こと は でき ない <EOS>
<BOS> 租税 特別 措置 法 第 <NUM> 条 の <NUM> の 特定 の 居住 用 財産 の 買 換え の 場合 の 長期 譲渡 所得 の 課税 の 特例 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 買い換え 資産 と さ れる 家屋 について は 譲渡 資産 を 譲渡 し た 日 の 属する 年 の <NUM> 月 <NUM> 日 から その 譲渡 を し た 日 の 属する 年 の 翌年 <NUM> 月 <NUM> 日 まで の 間 に 取得 する こと が 適用 要件 と さ れ て いる <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 広告 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 道路 法 第 <NUM> 条 第 <NUM> 項 の 規定 により 道路 区域 が 決定 さ れ 又は 都市 計画 法 第 <NUM> 条 第 <NUM> 項 の 告示 が 行わ れ た 都市 計画 道路 等 の 区域 に 係る 土地 について は その 旨 を 明示 し なけれ ば なら ない <EOS>
<BOS> 宅地 造成 等 規制 法 以下 この間 において 法 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この間 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 及び 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 都道府県 知事 は 法 第 <NUM> 条 <NUM> 項 本文 に 規定 する 宅地 造成 工事 規制 区域 内 において 行わ れる 宅地 造成 に関する 工事 の 許可 の 申請 について 許可 又は 不 許可 の 処分 を する に は 文書 を もっ て 当該 申請 者 に 通知 し なけれ ば なら ない <EOS>
<BOS> 土地 に関する 次 の 記述 の うち 最も 不 適当 な もの は どれ か <EOS>,<BOS> 沿岸 地域 は 津波 や 高潮 など の 被害 を 受け やすく 宅地 の 標高 や 避難 経路 を 把握 し て おく こと が 必要 で ある <EOS>
<BOS> 宅地 建物 の 統計 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 平成 <NUM> 年度 法人 企業 統計 年報 財務省 平成 <NUM> 年 <NUM> 月 公表 に よれ ば 平成 <NUM> 年度 における 不動産 業 の 経常 利益 は <NUM> 兆 <NUM> 億 円 で あり 前年度 に 比べ て <NUM> % の 増加 と なっ た <EOS>
<BOS> <ALP> は <ALP> の 所有 する 土地 を <ALP> に 売却 し <ALP> の 売買 代金 の 支払 債務 について <ALP> が <ALP> と の 間 で 保証 契約 を 締結 し た この 場合 民法 の 規定 に よれ ば 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> の 保証 債務 が <ALP> と の 連帯 保証 債務 で ある 場合 <ALP> に対する 履行 の 請求 による 時効 の 中断 は <ALP> に対して も その 効力 を 生ずる <EOS>
<BOS> 不動産 登記 の 申請 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 建物 を 新築 し た こと による 表題 登記 の 申請 は 所有 者 が 単独 で 行う こと が できる <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 機構 という の 業務 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 は 一定 の 業務 に 必要 な 費用 に 充てる ため 主務 大臣 の 認可 を 受け て 長期 借入金 を し 又は 住宅 金融 支援 機構 債券 を 発行 する こと が できる <EOS>
<BOS> 造成 さ れ た 宅地 及び 擁 壁 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 擁 壁 の 背面 の 排水 を よく する ため に 耐水 材料 で の 水 抜き 穴 を 設け その 周辺 に は 砂利 等 の 透水 層 を 設ける <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なっ て 宅地 建物 取引 業者 で ない 買主 <ALP> と 土地 付き 建物 の 売買 契約 を 締結 し た 場合 における 宅地 建物 取引 業法 以下 この間 において 法 という 第 <NUM> 条 の <NUM> の 規定 による 売買 契約 の 解除 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> は <ALP> から 媒介 の 依頼 を 受け た 宅地 建物 取引 業者 <ALP> の 申 出 により <ALP> の 事務所 で 買受け の 申 込み を し 当該 場所 において 売買 契約 を 締結 し た 場合 に は 当該 売買 契約 を 解除 する こと が できる <EOS>
<BOS> 建築 の 構造 に関する 次 の 記述 の うち 最も 不 適当 な もの は どれ か <EOS>,<BOS> 制 震 構造 は 制 震 ダンパー など を 設置 し 揺れ を 制御 する 構造 で ある <EOS>
<BOS> 不動産 登記 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 相続 を 原因 と する 所有 権 の 移転 の 登記 を 申請 する 場合 登記 識別 情報 を 提供 する 必要 は ない <EOS>
<BOS> <ALP> は <ALP> から <ALP> 所有 の 建物 を 賃借 し 特段 の 定め を する こと なく 敷金 として <NUM> 万 円 を <ALP> に 交付 し た この 場合 の <ALP> の <ALP> に対する 敷金 返還 請求 権 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は <ALP> の 賃貸借 契約 終了 時 まで の 未 払賃 料 について は 敷金 から 控除 できる が 契約 終了 後 明 渡し まで の 期間 の 賃料 相当 損害 額 について も 敷金 から 控除 できる <EOS>
<BOS> 建築 物 の 材料 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 集成 材 は 単 板 等 を 積層 し た もの で 伸縮 ・ 変形 ・ 割れ など が 生じ にくく なる ため 大 規模 な 木造 建築 物 の 骨組み に も 使用 さ れる <EOS>
<BOS> 宅 建 取引 士 の 登録 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 宅地 建物 取引 業者 甲 県知事 免許 に 勤務 する 宅 建 取引 士 甲 県知事 登録 が 乙 県知事 に 登録 の 移転 の 申請 を する とともに 宅地 建物 取引 士 証 の 交付 の 申請 を し た 場合 は 乙 県知事 は 登録 後 移転 申請 前 の 宅地 建物 取引 士 証 の 有効 期間 が 経過 する まで の 期間 を 有効 期間 と する 宅地 建物 取引 士 証 を 交付 し なけれ ば なら ない <EOS>
<BOS> 租税 特別 措置 法 第 <NUM> 条 の <NUM> の 直系 尊属 から 住宅 取得 等 資金 の 贈与 を 受け た 場合 の 贈与 税 の 非課税 措置 <NUM> 直系 尊属 から 住宅 取得 等 資金 の 贈与 を 受け た 場合 住宅 資金 非課税 限度 額 平成 <NUM> 年 中 に 贈与 を 受け た 場合 に は <NUM> 万 円 まで の 金額 について 贈与 税 が 非課税 と なる 特例 措置 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 住宅 取得 等 資金 の 贈与 を 受け た 年 の 受贈 者 の 合計 所得 金額 が <NUM> 万 円 を 超える 場合 に は この 非課税 措置 の 適用 を 受ける こと は でき ない <EOS>
<BOS> 次 の 記述 の うち 都市 計画 法 による 許可 を 受ける 必要 の ある 開発 行為 の 組合せ として 正しい もの は どれ か ただし 許可 を 要する 開発 行為 の 面積 について は 条例 による 定め は ない もの と する <EOS>,<BOS> 市街化区域 内 において 農業 を 営む 者 の 居住 の 用 に 供する 建築 物 の 建築 の 用 に 供する 目的 で 行わ れる <ALP> <NUM> ㎡ の 開発 行為 <EOS>
<BOS> 宅地 建物 取引 業者 が 宅地 代金 <NUM> 万 円 を 販売 する 場合 に 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づく 書面 に 必ず 記載 し なけれ ば なら ない 事項 は 次 の うち どれ か <EOS>,<BOS> <NUM> 万 円 未満 の 額 の 預り 金 を 授受 する 場合 の 当該 預り 金 の 保全 措置 の 概要 <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 宅地 建物 取引 業 保証 協会 以下 この間 において 保証 協会 と いう に 加入 し て いる 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 保証 協会 加入 前 に 供託 し て い た 営業 保証 金 を 取り戻す 場合 還付 請求 権 者 に対する 公告 を する 必要 は ない <EOS>
